GRADE,VD/NVD,tap_wt_from_EAF,al ingot_kg__during_EAF_tapping,TEMP OPENING_LRF,LIFTING TEMP_LRF,LIME_LRF,SPAR,Mean_Oxygen,LRF_Initial_Chemistry_C,LRF_Initial_Chemistry_MN,LRF_Initial_Chemistry_S,LRF_Initial_Chemistry_SI,LRF_Initial_Chemistry_AL,LRF_Initial_Chemistry_N2,C_Target,Mn_Target,Si_Target,Al_Target,Carbon_Gap,Mn_Gap,Si_Gap,Al_Gap,Total_Al_LRF_kg
US1C,VD,102.0,132.0,1505.0,1575.0,1700.0,50.0,436.781728873635,0.092,0.85,0.065,0.2049,0.057,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,207.9
FE550DLMH,NVD,99.0,110.0,1505.0,1587.0,1300.0,50.0,436.781728873635,0.069,0.75,0.062,0.1729,0.082,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,110.0
FE550DLMH,NVD,113.0,110.0,1505.0,1578.0,1250.0,50.0,436.781728873635,0.063,0.67,0.0519,0.1439,0.008,53.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,143.0
FE550DLMH,NVD,99.0,110.0,1505.0,1585.0,1400.0,50.0,436.781728873635,0.065,0.77,0.048,0.168,0.027,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,143.0
FE550DLMH,NVD,101.0,110.0,1505.0,1580.0,1200.0,50.0,436.781728873635,0.075,0.7,0.0599,0.192,0.051,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,110.0
FE550DLMH,NVD,102.0,110.0,1505.0,1570.0,1200.0,50.0,436.781728873635,0.071,0.64,0.0609,0.163,0.032,53.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,110.0
FE550DLMH,NVD,101.0,110.0,1505.0,1570.0,1200.0,50.0,436.781728873635,0.145,0.66,0.0589,0.184,0.09,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,110.0
FE550DLMH,NVD,103.0,110.0,1505.0,1570.0,1300.0,50.0,436.781728873635,0.056,0.66,0.062,0.167,0.03,53.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,146.63
FE550DLMH,NVD,105.0,110.0,1505.0,1570.0,1400.0,50.0,436.781728873635,0.046,0.56,0.055,0.123,0.021,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,159.5
FE550DLMH,NVD,103.0,110.0,1505.0,1572.0,1200.0,50.0,436.781728873635,0.073,0.68,0.065,0.16,0.013,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,143.0
FE550DLMH,NVD,102.0,110.0,1505.0,1578.0,1300.0,50.0,436.781728873635,0.072,0.67,0.062,0.19,0.075,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,110.0
FE550DLMH,NVD,103.0,110.0,1505.0,1575.0,1200.0,50.0,436.781728873635,0.077,0.62,0.0719,0.1469,0.007,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,159.5
JSPHTLSCH,NVD,102.0,110.0,1505.0,1610.0,1350.0,50.0,436.781728873635,0.082,0.85,0.0739,0.117,0.052,60.0,0.17,1.455,0.125,0.03,0.088,0.6050000000000001,0.0079999999999999,-0.022,232.1
FE550DLMH,NVD,101.0,110.0,1505.0,1588.0,1450.0,50.0,436.781728873635,0.079,0.51,0.07,0.121,0.073,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,110.0
JSPHTLSCH,NVD,106.0,110.0,1505.0,1566.0,1200.0,50.0,436.781728873635,0.076,0.7,0.062,0.11,0.027,57.0,0.17,1.455,0.125,0.03,0.094,0.7550000000000001,0.015,-0.022,241.01
JSPHTLSCH,NVD,100.0,110.0,1505.0,1565.0,1200.0,50.0,436.781728873635,0.094,0.84,0.07,0.129,0.048,54.0,0.17,1.455,0.125,0.03,0.076,0.6150000000000001,-0.004,-0.022,250.25
JSPHTHSV,NVD,101.0,132.0,1505.0,1562.0,1300.0,50.0,445.4,0.093,1.15,0.067,0.196,0.051,51.0,0.19,1.325,0.2,0.03,0.097,0.175,0.004,-0.022,214.5
JSPHTHSV,NVD,98.0,110.0,1505.0,1565.0,1200.0,50.0,445.4,0.107,1.03,0.05,0.19,0.058,57.0,0.19,1.325,0.2,0.03,0.083,0.2949999999999999,0.01,-0.022,172.7
JSPHTHSV,NVD,101.0,132.0,1505.0,1562.0,1350.0,50.0,445.4,0.109,1.13,0.056,0.2049,0.058,63.0,0.19,1.325,0.2,0.03,0.081,0.195,-0.0048999999999999,-0.022,198.0
JSPHTHSV,NVD,103.0,132.0,1505.0,1570.0,1400.0,50.0,445.4,0.125,1.12,0.0599,0.203,0.031,48.0,0.19,1.325,0.2,0.03,0.065,0.2049999999999998,-0.003,-0.022,247.5
JSPHTHSV,NVD,99.0,132.0,1505.0,1566.0,1450.0,50.0,445.4,0.1,1.1,0.0609,0.193,0.038,64.0,0.19,1.325,0.2,0.03,0.09,0.2249999999999998,0.007,-0.022,214.5
JSPHTHSV,NVD,102.0,132.0,1505.0,1569.0,1400.0,50.0,445.4,0.16,1.01,0.062,0.194,0.083,53.0,0.19,1.325,0.2,0.03,0.03,0.3149999999999999,0.006,-0.022,171.6
JSPHTHSV,NVD,99.0,132.0,1505.0,1560.0,1100.0,50.0,445.4,0.168,1.05,0.068,0.2,0.128,61.0,0.19,1.325,0.2,0.03,0.0219999999999999,0.2749999999999999,0.0,-0.022,136.95
JSPHTHSV,NVD,103.0,132.0,1505.0,1569.0,1400.0,50.0,445.4,0.087,1.02,0.055,0.1769,0.043,57.0,0.19,1.325,0.2,0.03,0.103,0.3049999999999999,0.0231,-0.022,231.0
JSPHTHSV(VD),VD,97.0,132.0,1505.0,1611.0,1300.0,50.0,290.0,0.14,1.12,0.0599,0.2049,0.111,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,155.1
JSPHTHSV(VD),VD,97.0,132.0,1505.0,1570.0,1400.0,50.0,290.0,0.106,1.11,0.0599,0.203,0.075,58.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,214.5
JSPHTHSV,NVD,93.0,132.0,1505.0,1568.0,1100.0,50.0,445.4,0.116,1.16,0.0509,0.2059,0.028,54.0,0.19,1.325,0.2,0.03,0.074,0.165,-0.0058999999999999,-0.022,214.5
JSPHTHSV,NVD,97.0,132.0,1505.0,1570.0,1350.0,50.0,445.4,0.102,1.1,0.0599,0.191,0.026,54.0,0.19,1.325,0.2,0.03,0.088,0.2249999999999998,0.009,-0.022,247.5
JSPHTHSV,NVD,98.0,132.0,1505.0,1575.0,1300.0,50.0,445.4,0.148,1.01,0.068,0.183,0.066,51.0,0.19,1.325,0.2,0.03,0.042,0.3149999999999999,0.017,-0.022,257.4
JSPHTHSV,NVD,98.0,231.0,1560.0,1615.0,1350.0,50.0,445.4,0.144,1.25,0.049,0.187,0.043,54.0,0.19,1.325,0.2,0.03,0.046,0.0749999999999999,0.013,-0.022,402.93
JSPHTHSV,NVD,108.0,132.0,1505.0,1575.0,1300.0,50.0,445.4,0.099,1.0,0.0589,0.1739,0.035,51.0,0.19,1.325,0.2,0.03,0.091,0.3249999999999999,0.0261,-0.022,254.1
FE550DLMH,NVD,104.0,132.0,1543.0,1620.0,1300.0,50.0,436.781728873635,0.087,0.69,0.062,0.152,0.05,53.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,132.0
FE550DLMH,NVD,102.0,132.0,1505.0,1581.0,1400.0,50.0,436.781728873635,0.052,0.67,0.068,0.12,0.008,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,165.0
JSPHTHSV,NVD,99.0,132.0,1576.0,1570.0,1500.0,50.0,445.4,0.085,1.01,0.063,0.151,0.009,51.0,0.19,1.325,0.2,0.03,0.105,0.3149999999999999,0.049,-0.022,270.6
JSPHTHSV,NVD,107.0,132.0,1575.0,1570.0,1200.0,50.0,445.4,0.098,1.02,0.056,0.1729,0.051,57.0,0.19,1.325,0.2,0.03,0.092,0.3049999999999999,0.0271,-0.022,231.0
JSPHTHSV,NVD,98.0,132.0,1505.0,1566.0,1000.0,50.0,445.4,0.112,1.08,0.0589,0.184,0.029,53.0,0.19,1.325,0.2,0.03,0.078,0.2449999999999998,0.016,-0.022,247.5
JSPHTHSV,NVD,96.0,132.0,1505.0,1575.0,1400.0,50.0,445.4,0.099,1.16,0.056,0.182,0.034,54.0,0.19,1.325,0.2,0.03,0.091,0.165,0.018,-0.022,237.6
JSPHTHSV,NVD,98.0,132.0,1505.0,1570.0,750.0,50.0,445.4,0.144,1.14,0.056,0.197,0.041,54.0,0.19,1.325,0.2,0.03,0.046,0.185,0.003,-0.022,214.5
JSPHTHSV,NVD,100.0,132.0,1505.0,1570.0,1100.0,50.0,445.4,0.096,1.03,0.0609,0.1799,0.043,57.0,0.19,1.325,0.2,0.03,0.094,0.2949999999999999,0.0201,-0.022,211.2
JSPHTHSV,NVD,99.0,132.0,1505.0,1570.0,800.0,50.0,445.4,0.12,1.08,0.0609,0.195,0.043,63.0,0.19,1.325,0.2,0.03,0.07,0.2449999999999998,0.005,-0.022,211.2
JSPHTHSV,NVD,100.0,132.0,1505.0,1570.0,1100.0,50.0,445.4,0.108,1.06,0.049,0.2039,0.157,55.0,0.19,1.325,0.2,0.03,0.082,0.2649999999999999,-0.0038999999999999,-0.022,132.0
JSPHTHSV,NVD,99.0,132.0,1505.0,1570.0,800.0,50.0,445.4,0.122,1.0,0.0599,0.1789,0.087,57.0,0.19,1.325,0.2,0.03,0.068,0.3249999999999999,0.0211,-0.022,171.6
JSPHTHSV,NVD,104.0,132.0,1505.0,1570.0,900.0,50.0,445.4,0.078,0.41,0.0589,0.0749,0.013,54.0,0.19,1.325,0.2,0.03,0.112,0.915,0.1251,-0.022,235.29
JSPHTHSV,NVD,99.0,132.0,1505.0,1570.0,1133.0,50.0,445.4,0.097,0.72,0.0609,0.1419,0.048,54.0,0.19,1.325,0.2,0.03,0.093,0.605,0.0581,-0.022,132.0
JSPHTHSV,NVD,101.0,132.0,1505.0,1565.0,1200.0,50.0,445.4,0.105,1.14,0.049,0.187,0.052,54.0,0.19,1.325,0.2,0.03,0.085,0.185,0.013,-0.022,181.5
JSPHTHSV,NVD,98.0,132.0,1505.0,1565.0,1200.0,50.0,445.4,0.094,1.06,0.055,0.1779,0.088,54.0,0.19,1.325,0.2,0.03,0.096,0.2649999999999999,0.0221,-0.022,165.0
JSPHTHSV,NVD,99.0,132.0,1505.0,1580.0,1300.0,50.0,445.4,0.111,1.12,0.0589,0.197,0.051,51.0,0.19,1.325,0.2,0.03,0.079,0.2049999999999998,0.003,-0.022,178.2
S275HS(VD),VD,101.0,132.0,1505.0,1612.0,1400.0,50.0,436.781728873635,0.118,0.73,0.0449,0.1789,0.084,60.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,132.0
S275HS(VD),VD,101.0,132.0,1505.0,1566.0,1300.0,50.0,436.781728873635,0.065,0.65,0.058,0.138,0.056,55.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,224.4
S275HS(VD),VD,100.0,132.0,1505.0,1561.0,1280.0,50.0,436.781728873635,0.071,0.58,0.04,0.137,0.074,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,231.0
SS540HSV,NVD,99.0,132.0,1505.0,1565.0,1250.0,50.0,436.781728873635,0.097,1.05,0.048,0.191,0.04,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,237.6
SS540HSV,NVD,100.0,132.0,1505.0,1565.0,1150.0,50.0,436.781728873635,0.087,0.7,0.056,0.114,0.057,48.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,250.8
SS540HSV,NVD,99.0,132.0,1505.0,1560.0,1250.0,50.0,436.781728873635,0.099,0.8,0.0429,0.134,0.067,47.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,207.9
19MnB4M(HC),VD,102.0,132.0,1505.0,1564.0,1150.0,50.0,436.781728873635,0.086,0.67,0.0539,0.101,0.096,45.0,0.3,1.05,0.15,0.03,0.214,0.38,0.0489999999999999,-0.066,165.0
SS540HSV,NVD,103.0,132.0,1505.0,1567.0,1150.0,50.0,436.781728873635,0.082,0.79,0.056,0.098,0.042,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,229.35
SS540HSV,NVD,102.0,132.0,1505.0,1574.0,1350.0,50.0,436.781728873635,0.09,0.7,0.0509,0.107,0.059,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,214.5
19MnB4M(HC),VD,98.0,132.0,1505.0,1570.0,1350.0,50.0,436.781728873635,0.09,0.71,0.055,0.108,0.055,47.0,0.3,1.05,0.15,0.03,0.21,0.3400000000000001,0.0419999999999999,-0.025,285.45
SS540HSV,NVD,101.0,132.0,1505.0,1575.0,1350.0,50.0,436.781728873635,0.103,1.03,0.0529,0.194,0.086,44.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,155.1
SS540HSV,NVD,104.0,132.0,1505.0,1575.0,1300.0,50.0,436.781728873635,0.103,0.99,0.0599,0.1759,0.065,47.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,175.89
SS540HSV,NVD,104.0,132.0,1505.0,1563.0,1350.0,50.0,436.781728873635,0.127,1.04,0.0529,0.198,0.078,45.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,165.0
SS540HSV,NVD,105.0,132.0,1505.0,1565.0,1200.0,50.0,436.781728873635,0.116,1.01,0.0459,0.183,0.068,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,204.6
SS540HSV,NVD,101.0,132.0,1505.0,1565.0,1200.0,50.0,436.781728873635,0.084,0.94,0.057,0.1409,0.048,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,247.5
SS540HSV,NVD,103.0,132.0,1505.0,1560.0,1200.0,50.0,436.781728873635,0.098,1.02,0.055,0.1769,0.059,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,231.0
SS540HSV,NVD,101.0,132.0,1505.0,1560.0,1200.0,50.0,436.781728873635,0.1,1.05,0.0449,0.193,0.068,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,231.0
SS540HSV,NVD,102.0,132.0,1505.0,1565.0,1200.0,50.0,436.781728873635,0.115,1.05,0.0449,0.189,0.015,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,257.4
HC78ACRX,VD,94.0,0.0,1505.0,1550.0,1000.0,50.0,396.5,0.076,0.46,0.0459,0.13,0.003,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,0.0
HC78ACRX,NVD,104.0,0.0,1505.0,1530.0,1200.0,50.0,396.5,0.516,0.49,0.0429,0.165,0.003,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,0.0
HC78ACRX,NVD,102.0,0.0,1505.0,1530.0,1100.0,50.0,396.5,0.072,0.39,0.0449,0.0929,0.003,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,0.0
HC78ACRX,NVD,104.0,0.0,1505.0,1530.0,1200.0,50.0,396.5,0.109,0.45,0.0529,0.1479,0.006,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,0.0
JSPMMNCUVD,NVD,108.0,132.0,1505.0,1605.0,1550.0,50.0,436.781728873635,0.072,0.55,0.0529,0.1459,0.083,53.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,198.0
S275HS,NVD,100.0,132.0,1505.0,1570.0,1100.0,50.0,342.3058823529412,0.133,0.61,0.0539,0.1489,0.152,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,155.1
S275HS,NVD,101.0,132.0,1505.0,1570.0,1300.0,50.0,342.3058823529412,0.06,0.59,0.056,0.127,0.019,48.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,270.6
C18,NVD,99.0,132.0,1505.0,1565.0,1100.0,50.0,208.0,0.115,0.52,0.047,0.107,0.099,48.0,0.19,0.525,0.125,0.03,0.075,0.005,0.018,-0.022,165.0
SAE10B21S,VD,99.0,132.0,1505.0,1600.0,1400.0,50.0,634.5,0.04,0.02,0.0449,0.014,0.059,51.0,0.195,0.8500000000000001,0.15,0.03,0.155,0.8300000000000001,0.1359999999999999,-0.0289999999999999,254.1
SAE10B21S,VD,98.0,132.0,1505.0,1575.0,1400.0,50.0,634.5,0.116,0.66,0.0459,0.112,0.066,53.0,0.195,0.8500000000000001,0.15,0.03,0.079,0.19,0.0379999999999999,-0.036,247.5
S275HS,NVD,101.0,132.0,1505.0,1565.0,1050.0,50.0,342.3058823529412,0.083,0.72,0.042,0.151,0.02,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,207.9
S275HS,NVD,100.0,132.0,1505.0,1565.0,1150.0,50.0,342.3058823529412,0.079,0.7,0.058,0.1469,0.092,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,132.0
S275HS,NVD,98.0,132.0,1505.0,1560.0,1150.0,50.0,342.3058823529412,0.094,0.72,0.0439,0.158,0.074,61.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,165.0
S275HS,NVD,102.0,132.0,1505.0,1560.0,1200.0,50.0,342.3058823529412,0.064,0.65,0.056,0.131,0.061,61.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,165.0
S275HS,NVD,97.0,132.0,1505.0,1565.0,1150.0,50.0,342.3058823529412,0.105,0.69,0.0459,0.1606,0.033,61.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,198.0
JSPHTHS(V),NVD,101.0,132.0,1505.0,1615.0,1200.0,50.0,445.4,0.108,0.84,0.062,0.1459,0.05,63.0,0.19,1.325,0.2,0.03,0.082,0.485,0.0541,-0.022,231.0
AISI12L14,NVD,103.0,0.0,1505.0,1618.0,600.0,50.0,1015.5,0.063,0.89,0.333,0.0739,0.522,50.0,0.0775,1.135,0.2,0.03,0.0144999999999999,0.245,0.0499999999999999,-0.022,0.0
JSPHTHS(V),NVD,97.0,132.0,1505.0,1570.0,1100.0,50.0,445.4,0.129,1.04,0.0589,0.1769,0.033,61.0,0.19,1.325,0.2,0.03,0.061,0.2849999999999999,0.0231,-0.022,250.8
JSPHTHS(V),NVD,100.0,156.0,1505.0,1568.0,1400.0,50.0,445.4,0.115,1.04,0.058,0.1719,0.043,61.0,0.19,1.325,0.2,0.03,0.075,0.2849999999999999,0.0281,-0.022,198.9
JSPHTHS(V),NVD,100.0,132.0,1505.0,1580.0,1200.0,50.0,445.4,0.105,1.07,0.0439,0.1779,0.019,61.0,0.19,1.325,0.2,0.03,0.085,0.2549999999999999,0.0221,-0.022,264.0
JSPHTHS(V),NVD,100.0,132.0,1505.0,1575.0,1200.0,50.0,445.4,0.099,0.98,0.035,0.163,0.014,57.0,0.19,1.325,0.2,0.03,0.091,0.345,0.037,-0.022,234.3
JSPHTHS(V),NVD,100.0,132.0,1505.0,1570.0,1100.0,50.0,445.4,0.141,1.05,0.039,0.1809,0.055,55.0,0.19,1.325,0.2,0.03,0.049,0.2749999999999999,0.0191,-0.022,191.4
JSPHTHS(V),NVD,100.0,132.0,1505.0,1565.0,1200.0,50.0,445.4,0.099,1.05,0.047,0.168,0.097,58.0,0.19,1.325,0.2,0.03,0.091,0.2749999999999999,0.032,-0.022,141.9
JSPHTHS(V),NVD,100.0,132.0,1505.0,1574.0,1450.0,50.0,445.4,0.037,0.01,0.0609,0.02,0.047,44.0,0.19,1.325,0.2,0.03,0.153,1.315,0.18,-0.022,165.0
JSPHTHS(V),NVD,100.0,132.0,1505.0,1560.0,1000.0,50.0,445.4,0.117,1.06,0.047,0.183,0.067,57.0,0.19,1.325,0.2,0.03,0.073,0.2649999999999999,0.017,-0.022,171.6
JSPHTHS(V),NVD,100.0,132.0,1505.0,1575.0,1000.0,50.0,445.4,0.133,1.07,0.047,0.188,0.069,61.0,0.19,1.325,0.2,0.03,0.0569999999999999,0.2549999999999999,0.012,-0.022,165.0
JSPHTHS(V),NVD,100.0,156.0,1505.0,1568.0,1100.0,50.0,445.4,0.152,1.04,0.041,0.191,0.093,64.0,0.19,1.325,0.2,0.03,0.038,0.2849999999999999,0.009,-0.022,175.8
SS540HS(V),NVD,100.0,132.0,1505.0,1565.0,1250.0,50.0,436.781728873635,0.14,1.03,0.0429,0.187,0.069,58.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,184.8
SS540HS(V),NVD,100.0,132.0,1505.0,1560.0,1100.0,50.0,436.781728873635,0.097,1.0,0.039,0.1779,0.056,60.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,198.0
SS540HS(V),NVD,100.0,132.0,1505.0,1565.0,1100.0,50.0,436.781728873635,0.109,1.2,0.049,0.1499,0.027,61.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,247.5
SS540HS(V),NVD,102.0,132.0,1505.0,1560.0,1150.0,50.0,436.781728873635,0.105,1.04,0.0449,0.169,0.04,61.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,198.0
SS540HS(V),NVD,101.0,132.0,1505.0,1565.0,1050.0,50.0,436.781728873635,0.131,1.08,0.0459,0.182,0.069,60.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,165.0
JSPHTHSV(VD),VD,102.0,132.0,1505.0,1610.0,1200.0,50.0,290.0,0.102,0.97,0.047,0.153,0.109,58.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,165.0
JSPHTHSV(VD),VD,100.0,132.0,1505.0,1570.0,1350.0,50.0,290.0,0.113,1.16,0.0609,0.167,0.064,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,231.0
JSPHTHSV(VD),VD,103.0,132.0,1505.0,1560.0,1600.0,50.0,290.0,0.089,1.06,0.07,0.139,0.079,60.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,257.4
AISI12L14,NVD,100.0,66.0,1505.0,1595.0,600.0,50.0,1015.5,0.097,0.72,0.0609,0.1419,0.048,54.0,0.0775,1.135,0.2,0.03,-0.0195,0.415,0.0499999999999999,-0.022,66.0
JSPHTHSV,NVD,106.0,132.0,1505.0,1570.0,1200.0,50.0,445.4,0.081,0.9,0.0459,0.12,0.04,55.0,0.19,1.325,0.2,0.03,0.109,0.4249999999999999,0.08,-0.022,132.0
JSPHTHSV,NVD,97.0,132.0,1505.0,1570.0,1233.0,50.0,445.4,0.113,1.11,0.0429,0.189,0.099,54.0,0.19,1.325,0.2,0.03,0.077,0.2149999999999998,0.011,-0.022,132.0
JSPHTHSV,NVD,103.0,132.0,1505.0,1570.0,1433.0,50.0,445.4,0.09,1.03,0.0379,0.1779,0.048,61.0,0.19,1.325,0.2,0.03,0.1,0.2949999999999999,0.0221,-0.022,203.28
JSPHTHSV,NVD,100.0,132.0,1505.0,1570.0,1600.0,50.0,445.4,0.107,1.03,0.0429,0.1729,0.038,50.0,0.19,1.325,0.2,0.03,0.083,0.2949999999999999,0.0271,-0.022,254.76
JSPHTHSV,NVD,100.0,132.0,1505.0,1564.0,1200.0,50.0,445.4,0.094,1.07,0.0359,0.1769,0.055,50.0,0.19,1.325,0.2,0.03,0.096,0.2549999999999999,0.0231,-0.022,247.5
JSPHTHSV,NVD,100.0,132.0,1505.0,1570.0,1300.0,50.0,445.4,0.104,1.06,0.0379,0.182,0.038,54.0,0.19,1.325,0.2,0.03,0.086,0.2649999999999999,0.018,-0.022,181.5
C18,NVD,101.0,110.0,1505.0,1565.0,1600.0,50.0,208.0,0.064,0.41,0.0529,0.0909,0.01,57.0,0.19,0.525,0.125,0.03,0.126,0.115,0.0341,-0.022,203.39
C18,NVD,104.0,110.0,1505.0,1565.0,1100.0,50.0,208.0,0.086,0.42,0.0539,0.108,0.036,50.0,0.19,0.525,0.125,0.03,0.104,0.105,0.017,-0.022,154.55
C18,NVD,104.0,110.0,1505.0,1563.0,1100.0,50.0,208.0,0.079,0.4,0.0539,0.105,0.028,63.0,0.19,0.525,0.125,0.03,0.111,0.125,0.02,-0.022,215.6
C18,NVD,99.0,110.0,1505.0,1565.0,1150.0,50.0,208.0,0.087,0.45,0.0519,0.1189,0.018,47.0,0.19,0.525,0.125,0.03,0.103,0.075,0.0060999999999999,-0.022,210.65
C18,NVD,100.0,110.0,1505.0,1565.0,1200.0,50.0,208.0,0.071,0.42,0.055,0.1,0.018,55.0,0.19,0.525,0.125,0.03,0.119,0.105,0.0249999999999999,-0.022,228.8
C18,NVD,98.0,110.0,1505.0,1565.0,1100.0,50.0,208.0,0.069,0.01,0.0599,0.0149,0.021,57.0,0.19,0.525,0.125,0.03,0.121,0.515,0.1101,-0.022,213.95
C18,NVD,100.0,110.0,1505.0,1592.0,1350.0,50.0,208.0,0.071,0.44,0.0529,0.1019,0.018,54.0,0.19,0.525,0.125,0.03,0.119,0.085,0.0230999999999999,-0.022,222.2
C18,NVD,100.0,110.0,1582.0,1615.0,1300.0,50.0,208.0,0.069,0.42,0.055,0.098,0.023,57.0,0.19,0.525,0.125,0.03,0.121,0.105,0.0269999999999999,-0.022,192.5
AISI12L14-1,NVD,99.0,66.0,1583.0,1618.0,570.0,50.0,896.5,0.057,0.92,0.328,0.079,0.855,54.0,0.19,1.12,0.2,0.03,0.093,0.2,0.0499999999999999,-0.022,66.0
C18,NVD,99.0,132.0,1541.0,1576.0,1150.0,50.0,208.0,0.057,0.47,0.055,0.159,0.028,51.0,0.19,0.525,0.125,0.03,0.133,0.055,-0.034,-0.022,223.41
C18,NVD,98.0,132.0,1505.0,1568.0,1400.0,50.0,208.0,0.053,0.45,0.068,0.1449,0.009,54.0,0.19,0.525,0.125,0.03,0.137,0.075,-0.0199,-0.022,198.99
C18,NVD,105.0,132.0,1548.0,1580.0,1300.0,50.0,208.0,0.067,0.43,0.069,0.112,0.018,54.0,0.19,0.525,0.125,0.03,0.123,0.095,0.0129999999999999,-0.022,132.0
C18,NVD,99.0,222.0,1580.0,1580.0,1100.0,50.0,208.0,0.092,0.52,0.058,0.151,0.148,58.0,0.19,0.525,0.125,0.03,0.098,0.005,-0.0259999999999999,-0.022,222.0
C18,NVD,102.0,132.0,1540.0,1570.0,1200.0,50.0,208.0,0.09,0.52,0.0609,0.163,0.104,47.0,0.19,0.525,0.125,0.03,0.1,0.005,-0.038,-0.022,138.6
